icao24,origin_country,velocity,on_ground
801673,India,197.37,False
a3b86c,United States,187.9,False
adda1e,United States,270.59,False
a007f2,United States,41.42,False
4acb41,Sweden,254.68,False
3ffc9e,Germany,54.82,False
a4b294,United States,161.49,False
3ffc9c,Germany,70.5,False
e80210,Chile,80.34,False
a9fbb6,United States,46.37,False
a127d3,United States,30.87,False
a88bde,United States,91.31,False
a95249,United States,91.08,False
a9b548,United States,80.06,False
e80215,Chile,249.55,False
4bb5d6,Turkey,245.91,False
accd69,United States,266.87,False
a7257e,United States,98.75,False
440248,Austria,228.5,False
8a0419,Indonesia,145.92,False
3455d8,Spain,171.63,False
3455d9,Spain,216.84,False
adb7ee,United States,212.1,False
a7cefb,United States,100.6,False
4acb59,Sweden,146.9,False
470bc9,Hungary,241.64,False
440250,Austria,47.03,False
0d11cc,Mexico,235.91,False
abad96,United States,105.19,False
44023f,Austria,148.87,False
a6f23d,United States,150.96,False
44023d,Austria,52.08,False
3c5ee8,Germany,87.56,False
e8021c,Chile,257.28,False
3c5ee6,Germany,15.43,True
3c5ee5,Germany,214.3,False
3c5ee9,Germany,227.85,False
4bc8cd,Turkey,212.94,False
4bc8ce,Turkey,233.07,False
4bc8ca,Turkey,210.92,False
3c5ee4,Germany,136.01,False
ad41cd,United States,188.96,False
ad41ed,United States,205.21,False
a8dbc9,United States,189.24,False
3c5ef8,Germany,208.45,False
80169e,India,85.4,False
3c5ef6,Germany,210.71,False
0d11f9,Mexico,241.63,False
80169c,India,192.11,False
46b82f,Greece,206.81,False
3c5eea,Germany,68.59,False
a5d28c,United States,224.9,False
3c5ef2,Germany,181.04,False
3ffc66,Germany,33.02,False
3ffc67,Germany,70.06,False
440219,Austria,275.95,False
a234bc,United States,83.07,False
46b832,Greece,213.44,False
3ffc4f,Germany,50.67,False
46b830,Greece,227.82,False
44020c,Austria,175.95,False
46b833,Greece,89.62,False
44020b,Austria,246.24,False
a72567,United States,221.1,False
a6188e,United States,36.84,False
ada4fb,United States,67.2,False
a7386d,United States,26.35,False
a6189c,United States,278.41,False
a5958c,United States,236.19,False
a8584a,United States,212.23,False
a1ad44,United States,203.47,False
a0e1b6,United States,0.0,True
46b824,Greece,255.92,False
a234d7,United States,57.1,False
a114ed,United States,240.32,False
a15d6c,United States,53.86,False
46b826,Greece,170.93,False
4cc2a7,Iceland,139.19,False
a0f4b5,United States,209.24,False
a90eab,United States,107.21,False
440241,Austria,14.4,True
4acb5a,Sweden,171.33,False
aaf617,United States,132.99,False
44022d,Austria,203.89,False
a27d26,United States,134.05,False
440224,Austria,239.96,False
a85887,United States,0.0,True
e80201,Chile,5.66,True
3ffc3c,Germany,54.55,False
3d3812,Germany,69.12,False
e80207,Chile,240.35,False
aa931d,United States,75.02,False
a9c822,United States,44.74,False
ac3619,United States,132.84,False
a14a1c,United States,39.3,False
ac7d19,United States,62.58,False
8014a3,India,73.5,False
aa3d45,United States,55.22,False
aa07f9,United States,226.57,False
3d1255,Germany,50.43,False
a617dd,United States,79.09,False
a3ed69,United States,233.9,False
4aca9a,Sweden,219.12,False
a4d7dc,United States,224.79,False
e49eb4,Brazil,198.63,False
87455c,Japan,0.06,True
3d258b,Germany,55.51,False
885223,Thailand,236.1,False
ac34a0,United States,264.32,False
ab5d41,United States,44.47,False
ae6299,United States,86.28,False
a0090f,United States,211.15,False
c0481c,Canada,208.86,False
3ffbb3,Germany,76.58,False
4b51fa,Switzerland,31.59,False
a52d5c,United States,48.97,False
393322,France,215.11,False
accd10,United States,97.87,False
ad9d0f,United States,46.81,False
a857cf,United States,169.9,False
4aca85,Sweden,236.91,False
4aca87,Sweden,178.36,False
a724c3,United States,231.91,False
accd18,United States,187.51,False
a354e0,United States,79.6,False
a091f3,United States,186.16,False
e07585,Argentina,255.86,False
a101e0,United States,46.78,False
a0f4f6,United States,191.19,False
ab5d4a,United States,212.31,False
ab14d9,United States,251.26,False
48f906,Poland,56.15,False
c02207,Canada,167.3,False
a9529a,United States,45.72,False
c04850,Canada,185.52,False
4aca90,Sweden,247.04,False
4aca93,Sweden,167.29,False
4aca92,Sweden,250.28,False
4aca95,Sweden,253.65,False
403203,United Kingdom,43.32,False
a2cd44,United States,51.25,False
4aca94,Sweden,180.22,False
ad67ae,United States,156.11,False
a3ed96,United States,103.67,False
a27d5a,United States,136.14,False
3d1289,Germany,63.39,False
a234ef,United States,73.57,False
4aca8b,Sweden,187.28,False
4aca8a,Sweden,0.0,True
4aca8d,Sweden,245.0,False
ac34ae,United States,56.24,False
ac47de,United States,104.47,False
4aca8f,Sweden,69.18,False
4aca8e,Sweden,251.49,False
a857c9,United States,183.05,False
a88d17,United States,37.45,False
a16fa5,United States,56.11,False
a2ba7e,United States,126.52,False
a40d9b,United States,198.45,False
3c5eef,Germany,217.19,False
a00952,United States,144.62,False
ac34bf,United States,223.35,False
344487,Spain,222.98,False
4520ce,Bulgaria,217.01,False
471f8e,Hungary,216.66,False
4400f3,Austria,219.52,False
a3b7cb,United States,195.36,False
a40d8d,United States,263.32,False
a9fbfe,United States,69.88,False
a341f8,United States,39.83,False
8014f2,India,74.6,False
e0b254,Argentina,0.0,True
4400ec,Austria,10.29,True
4400eb,Austria,0.0,True
a03ca8,United States,85.04,False
343147,Spain,213.36,False
8014c4,India,107.6,False
a617bf,United States,210.78,False
8014af,India,212.21,False
a40d7a,United States,229.76,False
471f86,Hungary,65.11,False
a9a22d,United States,76.9,False
c04829,Canada,0.0,True
acba1b,United States,0.77,True
ac21af,United States,262.53,False
a3b7f4,United States,72.24,False
8014bd,India,213.28,False
471f6d,Hungary,239.0,False
e0b284,Argentina,252.18,False
471f6e,Hungary,148.2,False
471f6b,Hungary,203.88,False
a4d7e4,United States,225.97,False
abad6c,United States,248.02,False
a39d95,United States,5.4,True
34444b,Spain,2.31,True
a8dbff,United States,237.57,False
471f68,Hungary,73.91,False
471f69,Hungary,198.13,False
a831ce,United States,85.14,False
a4fa8a,United States,56.61,False
0d122b,Mexico,0.0,True
ae6229,United States,52.39,False
4400ad,Austria,33.36,False
471f64,Hungary,220.4,False
a09322,United States,206.2,False
471f65,Hungary,246.06,False
471f63,Hungary,212.24,False
a88d89,United States,253.51,False
a99a52,United States,245.69,False
a8ca46,United States,47.62,False
344445,Spain,241.2,False
344446,Spain,231.0,False
ac7bed,United States,134.2,False
471f78,Hungary,106.79,False
471f75,Hungary,232.72,False
471f76,Hungary,227.03,False
ada546,United States,53.31,False
ada548,United States,237.8,False
a28fc4,United States,186.71,False
a16ff1,United States,215.88,False
7809b7,China,235.07,False
4400b7,Austria,163.59,False
a0f637,United States,41.65,False
471f5c,Hungary,224.58,False
ab0294,United States,30.59,False
ad4264,United States,66.31,False
ad5599,United States,79.67,False
7809aa,China,241.62,False
a9ea01,United States,42.3,False
a8dd3a,United States,59.09,False
4400dc,Austria,289.58,False
aae27f,United States,215.77,False
8014fa,India,168.87,False
a7aa5e,United States,53.11,False
471f55,Hungary,245.73,False
a9b4c6,United States,54.69,False
ae6235,United States,39.62,False
34440a,Spain,157.41,False
a8dd4b,United States,31.7,False
a711ff,United States,10.61,False
471f3d,Hungary,144.16,False
a831e5,United States,211.58,False
a0930c,United States,38.84,False
469c30,Greece,34.65,False
a594fa,United States,202.62,False
a46309,United States,47.29,False
a46304,United States,230.35,False
a08038,United States,176.42,False
a3696e,United States,226.16,False
a88d47,United States,251.3,False
a63a42,United States,142.26,False
801600,India,271.74,False
a76d5a,United States,233.56,False
a34327,United States,83.2,False
a3da6c,United States,5.82,False
471f35,Hungary,72.76,False
a40ca4,United States,248.39,False
405842,United Kingdom,19.26,False
471f37,Hungary,71.11,False
801603,India,173.54,False
a9b4a4,United States,193.26,False
471f32,Hungary,240.45,False
39de26,France,227.86,False
801612,India,238.99,False
801613,India,211.94,False
471f02,Hungary,69.49,True
471f03,Hungary,230.53,False
ae627c,United States,162.85,False
471f00,Hungary,168.29,False
ae627d,United States,114.54,False
471f01,Hungary,56.82,False
471f05,Hungary,211.14,False
a22315,United States,46.99,False
a6f1ae,United States,42.37,False
a831ad,United States,234.64,False
a4b1df,United States,48.68,False
3ffbc5,Germany,46.75,False
ae6291,United States,152.4,False
ae626b,United States,155.61,False
3edbf7,Germany,38.8,False
0d121b,Mexico,235.2,False
a3560b,United States,144.21,False
885282,Thailand,231.92,False
ac47b7,United States,215.26,False
a977d4,United States,0.0,True
c046f7,Canada,260.15,False
7809fd,China,164.76,False
a27cb4,United States,146.46,False
0d1233,Mexico,4.63,True
405819,United Kingdom,28.46,False
a6afd2,United States,60.42,False
a59662,United States,57.65,False
a4d97e,United States,135.61,False
e49f31,Brazil,150.25,False
a46345,United States,217.55,False
aa3df0,United States,50.82,False
ac2412,United States,254.91,False
a7cfb7,United States,210.66,False
ad9db0,United States,215.76,False
80175a,India,183.81,False
a2ccdc,United States,187.28,False
801768,India,265.97,False
ac6aa2,United States,33.95,False
a2cce8,United States,44.82,False
801771,India,130.31,False
500360,San Marino,0.0,True
c07e32,Canada,219.05,False
c07e33,Canada,256.38,False
ad4407,United States,55.32,False
a2cce4,United States,118.76,False
801775,India,112.57,False
c035cc,Canada,189.19,False
80172c,India,86.98,False
a2dffe,United States,192.13,False
ab0458,United States,90.19,False
801738,India,128.61,False
801736,India,198.59,False
a22358,United States,228.6,False
abadd6,United States,70.21,False
801745,India,75.12,False
801742,India,68.42,False
ad574f,United States,252.82,False
a71337,United States,138.9,False
c07e62,Canada,170.26,False
80172d,India,189.37,False
ac2439,United States,0.0,True
4402a3,Austria,241.58,False
a40cbb,United States,8.75,True
a1f020,United States,75.59,False
407b1e,United Kingdom,38.1,False
801749,India,219.89,False
a48973,United States,58.15,False
a85964,United States,252.48,False
a7130c,United States,226.25,False
801752,India,224.56,False
8852e4,Thailand,233.78,False
8852e1,Thailand,240.94,False
a1acdb,United States,204.72,False
a2dff5,United States,38.97,False
a76cc0,United States,144.21,False
4045be,United Kingdom,59.52,False
00c45f,South Africa,226.36,False
a1f014,United States,59.04,False
80173e,India,210.0,False
a36994,United States,224.8,False
ac377b,United States,224.81,False
aae465,United States,196.11,False
a2107b,United States,4.89,True
407b8b,United Kingdom,231.82,False
ad8aac,United States,35.63,False
abadf9,United States,196.01,False
407b8f,United Kingdom,250.0,False
a45051,United States,151.4,False
3c4b29,Germany,233.1,False
a4d946,United States,203.44,False
0d10f0,Mexico,196.91,False
ab0485,United States,212.12,False
a4503d,United States,183.99,False
ac6ae2,United States,76.39,False
e49f89,Brazil,129.27,False
407b7f,United Kingdom,31.52,False
80179b,India,6.43,True
407b7e,United Kingdom,34.07,False
a61949,United States,213.7,False
a9ea72,United States,72.32,False
a9ea5d,United States,275.88,False
3c4b2a,Germany,253.11,False
acbaa8,United States,32.62,False
a3ecc8,United States,245.53,False
ad4461,United States,9.77,True
407b80,United Kingdom,52.29,False
a8dd7a,United States,72.97,False
3c4b49,Germany,160.1,False
0d10fd,Mexico,100.75,False
a0808f,United States,204.17,False
407b78,United Kingdom,32.58,False
0d10fe,Mexico,222.88,False
801788,India,85.4,False
a008aa,United States,148.43,False
407b70,United Kingdom,192.19,False
ac379a,United States,128.84,False
a4634b,United States,179.37,False
ad5785,United States,80.63,False
a008c5,United States,182.26,False
ad445b,United States,202.04,False
3d35cb,Germany,51.08,False
801793,India,194.64,False
801799,India,244.48,False
a0809c,United States,58.12,False
4cc27c,Iceland,228.29,False
3d22b8,Germany,54.32,False
a3a65f,United States,223.57,False
407b62,United Kingdom,34.71,False
ad8ad3,United States,51.88,False
ac247a,United States,172.06,False
3c4b4b,Germany,66.19,False
3443d4,Spain,207.12,False
0ac3dd,Colombia,116.59,False
3443d5,Spain,211.37,False
a69063,United States,42.81,False
3443d2,Spain,167.49,False
3443d3,Spain,228.39,False
3d3720,Germany,38.29,False
506fc2,Slovenia,34.47,False
a45091,United States,210.01,False
ada5f8,United States,186.2,False
3ffb83,Germany,27.16,False
acce88,United States,86.26,False
c01040,Canada,277.03,False
0ac3e2,Colombia,74.05,False
addb2b,United States,232.36,False
a368b4,United States,70.63,False
0099e9,South Africa,62.26,False
0d10ac,Mexico,194.49,False
a248e0,United States,45.47,False
c01074,Canada,244.71,False
a9b649,United States,250.02,False
4aca05,Sweden,152.48,False
a45072,United States,223.38,False
a008eb,United States,113.95,False
4aca15,Sweden,212.36,False
394829,France,33.54,False
addb4a,United States,231.71,False
4aca0b,Sweden,221.93,False
4aca0d,Sweden,14.92,True
4bb4f0,Turkey,118.67,False
a84663,United States,65.85,False
8016a3,India,99.81,False
a57044,United States,84.45,False
4aca63,Sweden,243.13,False
4aca65,Sweden,240.62,False
a69028,United States,54.35,False
4aca67,Sweden,247.93,False
407b12,United Kingdom,56.54,False
8016a6,India,7.72,True
8016a7,India,139.8,False
a70024,United States,132.32,False
a222b2,United States,220.85,False
4aca73,Sweden,220.39,False
4aca72,Sweden,177.18,False
4aca75,Sweden,160.05,False
4aca74,Sweden,66.37,False
a7398e,United States,176.18,False
4aca78,Sweden,74.41,False
a9b62a,United States,206.83,False
ae62fc,United States,114.87,False
4aca6b,Sweden,149.19,False
4aca6d,Sweden,0.06,True
4aca6c,Sweden,122.89,False
4b51c9,Switzerland,31.59,False
aa945d,United States,60.24,False
a475a3,United States,175.1,False
505cdb,Slovakia,61.49,False
471fa9,Hungary,250.37,False
a355b1,United States,228.69,False
440355,Austria,30.4,False
a03e7e,United States,42.2,False
4aca45,Sweden,225.17,False
a90fcb,United States,130.56,False
a248ea,United States,34.1,False
3ffb0f,Germany,88.63,False
471fa4,Hungary,180.67,False
471fa1,Hungary,72.54,False
3ffb0c,Germany,45.52,False
500354,San Marino,219.51,False
471fa0,Hungary,221.84,False
44034b,Austria,212.38,False
aa944a,United States,3.09,True
76b86b,Singapore,230.66,False
aa2abc,United States,226.27,False
4aca50,Sweden,215.73,False
4aca53,Sweden,9.26,True
aa9459,United States,38.81,False
3ffb1c,Germany,35.33,False
ac3731,United States,232.8,False
44033e,Austria,209.92,False
c02358,Canada,10.29,True
a27e50,United States,226.41,False
46b927,Greece,219.03,False
4aca4f,Sweden,222.07,False
8015c1,India,171.98,False
a3a5eb,United States,272.13,False
8015c0,India,200.22,False
a3a5ec,United States,83.14,False
aaf5b8,United States,182.43,False
a2ce8d,United States,224.88,False
ac7e1c,United States,250.65,False
a51b58,United States,202.93,False
ac48f2,United States,0.0,False
a582bb,United States,193.19,False
ab4b1e,United States,234.65,False
c0360e,Canada,222.76,False
a725b1,United States,169.07,False
402012,United Kingdom,53.38,False
abae2c,United States,244.34,False
ab4b34,United States,138.04,False
a38b61,United States,162.86,False
a39e7d,United States,252.3,False
a605eb,United States,21.4,False
a3db5e,United States,209.49,False
a39e83,United States,51.57,False
46da6c,Greece,219.03,False
781a4b,China,237.68,False
a475d8,United States,227.64,False
a39e6b,United States,237.9,False
a5e5cd,United States,68.47,False
8015a6,India,267.78,False
a9a397,United States,220.77,False
3d115c,Germany,34.68,False
8015b2,India,257.75,False
e0b110,Argentina,132.12,False
49f0e1,Czech Republic,5.92,True
8015b8,India,216.73,False
c07cb9,Canada,129.32,False
a6e07d,United States,200.32,False
a9538b,United States,199.74,False
a51b02,United States,91.6,False
a462fe,United States,41.48,False
a3b8f5,United States,155.14,False
885303,Thailand,147.59,False
a3db0f,United States,177.75,False
45ba85,Denmark,169.9,False
ad8b20,United States,275.55,False
05a0a6,Maldives,200.89,False
acce3f,United States,239.72,False
a8338b,United States,33.93,False
ac7e80,United States,161.81,False
ab5e9b,United States,215.35,False
0d116a,Mexico,13.89,True
3c4ad7,Germany,11.83,True
adee4d,United States,145.22,False
acbb42,United States,50.22,False
402047,United Kingdom,38.89,False
a725a6,United States,70.5,False
a52e50,United States,218.33,False
a95380,United States,38.34,False
3c4acd,Germany,236.1,False
aae2f1,United States,219.6,False
a462dd,United States,13.84,False
39214f,France,57.31,False
ad9e7c,United States,195.92,False
3d2459,Germany,0.06,True
3c4ada,Germany,263.85,False
abae8f,United States,197.02,False
88530c,Thailand,166.73,False
a582a9,United States,251.1,False
39348e,France,210.59,False
a63b18,United States,147.85,False
781a9b,China,92.26,False
885313,Thailand,191.8,False
e48b64,Brazil,248.08,False
4bc859,Turkey,232.33,False
a3571c,United States,215.05,False
4bc854,Turkey,229.2,False
a8de7d,United States,9.77,True
e4a5f5,Brazil,146.03,False
a99b5f,United States,188.9,False
c021f6,Canada,287.36,False
4bc84e,Turkey,209.37,False
4401e9,Austria,236.26,False
4bc84f,Turkey,69.86,False
4401e8,Austria,3.86,True
4bc84c,Turkey,221.44,False
4bc84d,Turkey,212.89,False
4bc84a,Turkey,240.89,False
4401e4,Austria,3.09,True
4bc85a,Turkey,211.85,False
34454b,Spain,218.99,False
4b5200,Switzerland,35.08,False
34454a,Spain,209.87,False
a712ff,United States,74.6,False
a99b83,United States,2.83,True
a4c703,United States,265.77,False
0d1139,Mexico,216.4,False
ada64d,United States,230.17,False
70203f,Bangladesh,263.25,False
a15db5,United States,290.52,False
a3a736,United States,56.38,False
a7ab99,United States,51.7,False
c06a7b,Canada,207.75,False
702067,Bangladesh,240.62,False
aa92ff,United States,236.86,False
3ffaf2,Germany,36.83,False
a52da3,United States,37.07,False
ad436a,United States,66.16,False
4401fa,Austria,13.89,True
a952bc,United States,213.93,False
505e3c,Slovakia,45.13,False
4b5237,Switzerland,29.46,False
3ffae9,Germany,65.79,False
a4c717,United States,54.2,False
a87b8a,United States,224.25,False
ad4395,United States,232.2,False
ad4390,United States,110.1,False
4bc847,Turkey,217.93,False
a1173c,United States,223.37,False
4bc843,Turkey,239.63,False
a9a2b4,United States,101.48,False
4bc841,Turkey,238.32,False
4bc842,Turkey,1.63,False
4bc850,Turkey,181.32,False
ac1076,United States,219.56,False
0d1158,Mexico,200.76,False
a35701,United States,244.59,False
a0f735,United States,261.9,False
4401f7,Austria,245.79,False
c06a80,Canada,220.91,False
ad4386,United States,42.71,False
a38ab2,United States,100.14,False
a1f116,United States,213.72,False
aa2b79,United States,246.68,False
a965d6,United States,20.01,False
a21127,United States,228.73,False
a5d2d4,United States,7.72,True
4bc899,Turkey,213.04,False
a23783,United States,129.6,False
4bc896,Turkey,145.94,False
4787b3,Norway,123.62,False
4bb573,Turkey,240.14,False
a3db99,United States,197.87,False
c06a38,Canada,272.95,False
a8de56,United States,249.94,False
a51b93,United States,242.99,False
a2baa4,United States,83.18,False
a40dbb,United States,219.38,False
4bc88e,Turkey,217.56,False
4bc88f,Turkey,236.83,False
a952b3,United States,208.39,False
a1f108,United States,189.42,False
801726,India,183.55,False
ac7e09,United States,0.0,True
801725,India,209.59,False
3ffae2,Germany,40.86,False
ab28d7,United States,199.76,False
a6f2b7,United States,234.57,False
405955,United Kingdom,38.29,False
4bc884,Turkey,253.71,False
4bc881,Turkey,0.9,True
0d1101,Mexico,148.55,False
a4771b,United States,284.74,False
ac48ac,United States,191.34,False
a11791,United States,40.35,False
ae638d,United States,203.19,False
ac48d3,United States,229.27,False
a75b65,United States,0.0,True
a712e1,United States,105.29,False
4bc889,Turkey,220.85,False
aaf5a9,United States,3.6,True
4787a0,Norway,199.59,False
4bc888,Turkey,214.97,False
4bc885,Turkey,260.0,False
4bc895,Turkey,228.51,False
ab15c1,United States,221.26,False
4bb562,Turkey,140.6,False
a75b5e,United States,160.17,False
a14ad1,United States,221.52,False
a14ad4,United States,212.65,False
4401b1,Austria,77.28,False
44008f,Austria,294.93,False
a4996b,United States,210.41,False
a6bfa6,United States,242.42,False
80053e,India,211.04,False
801878,India,6.69,True
a3664b,United States,97.17,False
c058b4,Canada,231.46,False
4055d6,United Kingdom,38.66,False
a4995f,United States,252.98,False
a8690a,United States,220.12,False
a2467a,United States,183.83,False
44007c,Austria,282.2,False
a41cb9,United States,51.56,False
e49e21,Brazil,132.65,False
48d002,Poland,83.92,False
a47303,United States,64.85,False
500241,San Marino,243.21,False
0d0205,Mexico,143.58,False
ab2752,United States,194.46,False
e072d0,Argentina,253.74,False
738061,Israel,241.59,False
ab274a,United States,64.67,False
c07b05,Canada,235.78,False
3c5d8f,Germany,275.3,False
4068cb,United Kingdom,123.13,False
ab0104,United States,95.95,False
495cd0,Portugal,4.37,True
a3661f,United States,8.75,True
c058c3,Canada,280.48,False
a4e990,United States,34.2,False
738076,Israel,252.28,False
738073,Israel,153.13,False
a1bcc1,United States,44.76,False
80185f,India,126.27,False
a2597f,United States,206.19,False
c058be,Canada,244.41,False
702086,Bangladesh,279.98,False
adb723,United States,216.48,False
440057,Austria,172.02,False
3c4a11,Germany,234.9,False
440065,Austria,221.5,False
ac3421,United States,38.9,False
e4a5b4,Brazil,224.59,False
a64a8e,United States,8.23,True
452037,Bulgaria,234.44,False
44004f,Austria,214.85,False
aaf437,United States,47.55,False
abaaa8,United States,245.47,False
702098,Bangladesh,11.83,True
44003a,Austria,220.22,False
3c4a0d,Germany,236.03,False
3c4a0c,Germany,280.8,False
a04e00,United States,162.31,False
3453cc,Spain,93.66,False
aae111,United States,46.86,False
e49e67,Brazil,62.76,False
a9b1c7,United States,94.46,False
738053,Israel,224.61,False
738052,Israel,229.12,False
440052,Austria,233.46,False
31e0d5,Italy,49.68,False
3c4a14,Germany,5.14,True
738057,Israel,256.55,False
738056,Israel,85.88,False
738055,Israel,261.75,False
ac7aa9,United States,5.92,True
a2dceb,United States,2.57,True
a4732c,United States,146.7,False
44006e,Austria,200.85,False
44006c,Austria,212.38,False
ac210e,United States,283.28,False
70209a,Bangladesh,214.55,False
a3534a,United States,213.24,False
a1137d,United States,92.07,False
4b0f49,Switzerland,125.87,False
484fdf,Kingdom of the Netherlands,238.69,False
a47332,United States,58.27,False
a3401b,United States,75.62,False
a3401a,United States,230.47,False
800579,India,192.68,False
440081,Austria,221.17,False
ac3448,United States,242.11,False
484fde,Kingdom of the Netherlands,188.42,False
a09075,United States,30.59,False
ad6755,United States,212.44,False
ae7406,United States,58.0,False
ac7ad1,United States,48.49,False
50028a,San Marino,160.45,False
440075,Austria,220.32,False
e80045,Chile,228.25,False
70209f,Bangladesh,280.77,False
3d34ab,Germany,108.01,False
ab013c,United States,245.3,False
70209e,Bangladesh,247.65,False
ad674f,United States,203.27,False
ad4105,United States,227.09,False
00c77d,South Africa,200.61,False
00a11e,South Africa,106.35,False
44005e,Austria,65.61,False
a7ccce,United States,180.6,False
440019,Austria,205.12,False
440018,Austria,200.26,False
3ffa5f,Germany,42.19,False
e0b04b,Argentina,65.92,False
adc8ee,United States,228.41,False
08ae81,Zambia,216.9,False
ad52c2,United States,214.81,False
adfe48,United States,131.86,False
a73690,United States,0.0,True
3d3605,Germany,64.83,False
3ffa67,Germany,50.15,False
e4a671,Brazil,105.4,False
a005c1,United States,48.37,False
c04671,Canada,6.43,True
accb22,United States,178.15,False
a59398,United States,222.84,False
e4a656,Brazil,163.7,False
a4b059,United States,32.39,False
a018ee,United States,167.44,False
e0b058,Argentina,71.33,False
a8b964,United States,172.43,False
a9895c,United States,145.41,False
abab72,United States,1.54,True
acde7c,United States,63.69,False
440039,Austria,248.89,False
440037,Austria,217.55,False
a4b072,United States,34.61,False
440036,Austria,212.92,False
a4b065,United States,247.32,False
a5939c,United States,212.31,False
a3538c,United States,142.76,False
383835,France,54.87,False
3ffa44,Germany,45.0,False
abab67,United States,245.55,False
ac32f2,United States,251.99,False
a3c8a9,United States,64.09,False
adc8fc,United States,36.96,False
adc8fa,United States,50.46,False
aa3ae5,United States,222.68,False
aa3ae2,United States,199.49,False
c0468e,Canada,186.01,False
440031,Austria,223.84,False
440030,Austria,221.87,False
44001f,Austria,248.15,False
a138b8,United States,233.62,False
a35389,United States,59.29,False
a35388,United States,236.6,False
44001c,Austria,218.85,False
44001b,Austria,252.24,False
8a061d,Indonesia,229.49,False
44001a,Austria,4.12,True
a6f01c,United States,231.03,False
ada2cc,United States,194.92,False
8960f4,United Arab Emirates,235.46,False
a498c0,United States,75.7,False
ac7b8a,United States,226.42,False
8960f7,United Arab Emirates,280.5,False
500205,San Marino,223.33,False
8960f2,United Arab Emirates,238.94,False
a39b03,United States,55.06,False
a4c330,United States,240.94,False
500213,San Marino,233.96,False
8960ef,United Arab Emirates,160.31,False
accb65,United States,234.3,False
adfe81,United States,166.6,False
a258ed,United States,233.78,False
a2de17,United States,197.91,False
a3fcfb,United States,208.57,False
a6bfcf,United States,32.39,False
8840f8,Thailand,68.5,False
3ffa1d,Germany,50.12,False
