icao24,origin_country,velocity,on_ground
a584c3,United States,63.87,False
4d00c6,Luxembourg,159.21,False
ad44f2,United States,182.02,False
acaa1c,United States,203.87,False
400ff4,United Kingdom,218.34,False
40796e,United Kingdom,179.49,False
345207,Spain,10.8,True
a584bc,United States,217.11,False
86e036,Japan,216.78,False
345204,Spain,99.3,False
a5d4b8,United States,228.42,False
a5d4b5,United States,44.18,False
896668,United Arab Emirates,280.65,False
c2b3f5,Canada,278.95,False
400fe3,United Kingdom,227.17,False
ac5a73,United States,228.6,False
400fda,United Kingdom,70.21,False
a9a597,United States,234.94,False
ad7a5f,United States,98.28,False
896679,United Arab Emirates,206.31,False
45da01,Denmark,61.22,False
addd59,United States,50.94,False
781fda,China,229.15,False
a451db,United States,2.31,True
407959,United Kingdom,235.75,False
e0b390,Argentina,223.69,False
a0e600,United States,167.76,False
a0e607,United States,243.62,False
a4fd61,United States,46.54,False
76cd44,Singapore,257.8,False
c010ea,Canada,193.82,False
76cd46,Singapore,260.89,False
aa9600,United States,235.32,False
15204f,Russian Federation,493.14,False
a86a92,United States,70.18,False
8965d4,United Arab Emirates,206.49,False
a27fde,United States,89.29,False
a4c93e,United States,43.49,False
c010f6,Canada,277.63,False
a35967,United States,51.75,False
a8ba85,United States,56.41,False
ad3293,United States,241.89,False
748021,Lebanon,246.88,False
a99d87,United States,190.11,False
748025,Lebanon,240.06,False
a21304,United States,67.74,False
8832d5,Thailand,218.36,False
15206f,Russian Federation,214.17,False
a9a4e2,United States,243.86,False
ad327f,United States,232.31,False
8832d2,Thailand,257.68,False
4d00d6,Luxembourg,0.0,True
4d00d5,Luxembourg,163.13,False
4d00d4,Luxembourg,126.89,False
8832d0,Thailand,224.35,False
8965b5,United Arab Emirates,244.22,False
a2394a,United States,79.88,False
8965b8,United Arab Emirates,270.07,False
abf29f,United States,171.4,False
76cd77,Singapore,255.44,False
76cd79,Singapore,208.89,False
a3dcc2,United States,207.4,False
8965c0,United Arab Emirates,192.08,False
a4c95d,United States,49.43,False
4d00f5,Luxembourg,201.89,False
4d00f4,Luxembourg,193.65,False
4d00f3,Luxembourg,186.98,False
a2cfa2,United States,10.8,True
a35949,United States,257.3,False
a14cd0,United States,28.81,False
a71604,United States,202.65,False
a39fb1,United States,183.59,False
a57316,United States,250.05,False
89409f,Bahrain,255.2,False
a941b0,United States,59.3,False
a74a5a,United States,0.0,True
a9a4c2,United States,242.38,False
750319,Malaysia,11.83,True
a2cffc,United States,212.86,False
a86a2b,United States,175.86,False
a0c049,United States,54.06,False
152025,Russian Federation,4.12,False
152024,Russian Federation,246.24,False
c010cb,Canada,193.07,False
a3efa2,United States,0.0,True
a45316,United States,226.91,False
a32004,United States,75.67,False
a2132c,United States,46.3,False
ac37bd,United States,246.56,False
a19023,United States,144.97,False
a4795a,United States,1.29,True
89408f,Bahrain,178.54,False
89408d,Bahrain,242.71,False
ab17ed,United States,45.31,False
a0e695,United States,91.64,False
a1902a,United States,56.41,False
780d9e,China,251.93,False
4b1bb7,Switzerland,48.83,False
a7ad84,United States,71.51,False
4b8533,Turkey,229.53,False
ac6d1a,United States,151.79,False
a9ed1f,United States,37.51,False
a19031,United States,76.42,False
a954ca,United States,0.0,True
a2000d,United States,236.13,False
c06c84,Canada,0.0,False
a33325,United States,240.87,False
a4794e,United States,0.77,True
a33327,United States,248.3,False
a6e1e5,United States,29.86,False
e4a025,Brazil,230.31,False
a3e911,United States,157.9,False
a66a84,United States,208.49,False
89906d,Taiwan,42.18,True
a8c4e5,United States,222.34,False
a38609,United States,215.78,False
899085,Taiwan,261.51,False
ac52f2,United States,252.23,False
899082,Taiwan,298.26,False
ade8ff,United States,197.76,False
89907c,Taiwan,257.7,False
ac9b7d,United States,75.96,False
89907b,Taiwan,76.95,False
45f0a1,Denmark,34.79,False
a2c90d,United States,237.08,False
a981bd,United States,41.27,False
a32fa7,United States,252.67,False
a1a92e,United States,69.31,False
3b775a,France,122.17,False
a42a91,United States,231.5,False
a2791e,United States,116.33,False
04015c,Ethiopia,265.08,False
a1a924,United States,214.49,False
c1e984,Canada,1.03,True
c0405a,Canada,176.96,False
a76901,United States,235.58,False
c04052,Canada,7.2,True
04016b,Ethiopia,234.33,False
00a6ab,South Africa,83.14,False
899077,Taiwan,137.33,False
c0404e,Canada,234.54,False
c0404f,Canada,104.77,False
a30a8e,United States,42.98,False
899071,Taiwan,0.0,True
4bcd86,Turkey,223.4,False
4bcd85,Turkey,233.32,False
4bcd84,Turkey,217.62,False
89902c,Taiwan,1.29,True
4bcd83,Turkey,236.28,False
4bcd81,Turkey,231.32,False
89902a,Taiwan,8.23,True
a501d9,United States,55.36,False
a9f7b0,United States,248.84,False
899045,Taiwan,138.22,False
899046,Taiwan,119.71,False
040141,Ethiopia,128.85,False
4ca4ea,Ireland,232.51,False
adc2dd,United States,191.19,False
a1200d,United States,2.57,True
040159,Ethiopia,213.67,False
a3c1f7,United States,22.46,False
899057,Taiwan,93.35,False
a31cb3,United States,102.36,False
a2531f,United States,21.1,False
49d3ac,Czech Republic,199.6,False
a874a6,United States,65.8,False
a4e1d2,United States,38.97,False
78150c,China,183.2,False
a38633,United States,230.75,False
e4a047,Brazil,145.14,False
a31ca9,United States,34.27,False
a1463a,United States,0.0,True
c0534e,Canada,2.06,True
899028,Taiwan,158.43,False
a78a52,United States,256.3,False
a0bcb2,United States,8.75,True
49d3bb,Czech Republic,78.88,False
a32fd5,United States,214.51,False
a2c92b,United States,223.28,False
48649f,Kingdom of the Netherlands,45.41,False
a02681,United States,216.6,False
49d3d3,Czech Republic,237.04,False
4bcd6f,Turkey,228.26,False
899035,Taiwan,234.59,False
899030,Taiwan,301.77,False
a0267b,United States,152.32,False
a5031a,United States,206.97,False
aa142f,United States,71.47,False
a2fcf2,United States,181.37,False
abde0b,United States,112.1,False
406f87,United Kingdom,217.61,False
a48004,United States,43.85,False
7813b9,China,206.15,False
a13386,United States,136.9,False
aa141e,United States,204.95,False
a68ff6,United States,56.3,False
4026eb,United Kingdom,57.22,False
486491,Kingdom of the Netherlands,210.92,False
a2c992,United States,218.12,False
486495,Kingdom of the Netherlands,224.62,False
486494,Kingdom of the Netherlands,204.07,False
406f72,United Kingdom,233.69,False
a37347,United States,181.51,False
49d3fa,Czech Republic,248.48,False
c07973,Canada,253.16,False
a2c990,United States,183.43,False
0d083b,Mexico,94.18,False
a49314,United States,215.99,False
a24014,United States,210.32,False
7813d7,China,249.88,False
486484,Kingdom of the Netherlands,246.92,False
486483,Kingdom of the Netherlands,202.59,False
a7a60e,United States,253.82,False
4ca4ec,Ireland,250.32,False
a37335,United States,210.29,False
aba8ef,United States,217.88,False
a1a994,United States,72.74,False
a3b02e,United States,9.26,True
a1a98d,United States,70.26,False
ac65bb,United States,229.92,False
a3c35d,United States,200.3,False
ab8e6c,United States,190.46,False
aba8ff,United States,231.94,False
a91a83,United States,62.33,False
a2406b,United States,241.77,False
485123,Kingdom of the Netherlands,205.99,False
acc8f7,United States,38.89,False
ae08f8,United States,115.42,False
a56fc7,United States,51.0,False
a06e0b,United States,261.08,False
a37389,United States,154.55,False
a76909,United States,0.51,True
ab7b63,United States,139.78,False
a0be05,United States,88.79,False
aaab59,United States,80.49,False
a51633,United States,199.9,False
ac65dc,United States,213.0,False
a7da5f,United States,59.15,False
405c6c,United Kingdom,34.23,False
ac65fb,United States,245.05,False
aa2701,United States,255.51,False
3cd43c,Germany,213.78,False
a56fe7,United States,64.09,False
3c1aeb,Germany,132.78,False
486427,Kingdom of the Netherlands,44.42,False
486425,Kingdom of the Netherlands,39.88,False
a2a358,United States,53.86,False
a4e307,United States,213.0,False
a50329,United States,200.4,False
ac52e2,United States,211.92,False
a9e64c,United States,33.47,False
502daa,Latvia,218.51,False
abdcfd,United States,84.89,False
a8a017,United States,70.49,False
49d507,Czech Republic,55.46,False
49d508,Czech Republic,111.65,False
a6104e,United States,66.25,False
a145b7,United States,226.31,False
49d504,Czech Republic,34.1,False
c051e6,Canada,78.82,False
a97029,United States,236.1,False
502dae,Latvia,74.99,False
ac668d,United States,228.34,False
502dad,Latvia,231.03,False
a7302f,United States,243.24,False
a9e65a,United States,51.44,False
a17b16,United States,200.68,False
3d19e1,Germany,61.74,False
a4e39b,United States,134.31,False
a06e71,United States,102.39,False
ac669c,United States,32.41,False
a05b43,United States,84.43,False
a8c654,United States,48.87,False
a92cce,United States,156.8,False
add66c,United States,219.13,False
aa269d,United States,192.46,False
adb014,United States,268.72,False
a2a38e,United States,255.1,False
50840a,Ukraine,221.51,False
a0be20,United States,269.77,False
aa1368,United States,219.22,False
c1e7de,Canada,4.63,True
508429,Ukraine,220.86,False
3d06d3,Germany,47.18,False
3d06d1,Germany,57.49,False
3d06d2,Germany,54.55,False
ac538f,United States,206.3,False
a2b5c5,United States,41.7,False
a7565b,United States,49.28,False
3e0173,Germany,61.12,False
adc375,United States,48.91,False
a385c8,United States,214.05,False
394a00,France,269.66,False
a75676,United States,226.47,False
394a08,France,284.4,False
a31e4b,United States,24.89,False
a05b78,United States,192.67,False
ad6073,United States,55.19,False
8881e1,Viet Nam,215.33,False
3e0175,Germany,17.58,False
394a09,France,220.88,False
a4e35f,United States,256.51,False
aa1350,United States,37.98,False
a79cbd,United States,248.85,False
a252ae,United States,132.55,False
394a11,France,257.66,False
8881d7,Viet Nam,12.73,False
a4e368,United States,50.12,False
394a12,France,240.71,False
4ca566,Ireland,227.39,False
4ca565,Ireland,250.65,False
49d556,Czech Republic,64.75,False
4ca564,Ireland,231.4,False
394a17,France,262.89,False
ac407d,United States,174.26,False
4ca568,Ireland,118.67,False
a2fe28,United States,221.21,False
a4e382,United States,224.43,False
0d06f6,Mexico,117.43,False
a3b05d,United States,226.99,False
aa3994,United States,203.87,False
a2fe21,United States,80.71,False
a3b072,United States,89.84,False
ab7b02,United States,158.45,False
a1cb05,United States,208.01,False
0d06fd,Mexico,106.49,False
a06e97,United States,59.24,False
8881f1,Viet Nam,215.36,False
a4d04c,United States,200.82,False
406df4,United Kingdom,63.06,False
a372cc,United States,0.06,True
a55e63,United States,91.6,False
406ddb,United Kingdom,32.41,False
a372e0,United States,219.52,False
a42b45,United States,233.31,False
a43e5c,United States,229.3,False
a43e5b,United States,232.34,False
ac6622,United States,200.64,False
899016,Taiwan,229.46,False
5082f0,Ukraine,221.54,False
ac7952,United States,18.01,True
a2b5da,United States,154.62,False
a4f5cf,United States,47.02,False
aacfe4,United States,30.12,False
ab8cc1,United States,186.16,False
aacfe9,United States,185.67,False
a31e7b,United States,192.51,False
acc923,United States,67.25,False
a7db08,United States,221.93,False
a385da,United States,236.09,False
4995ec,Czech Republic,68.84,False
780231,China,6.94,True
394a0a,France,0.0,True
4ca56d,Ireland,128.46,False
4ca56c,Ireland,241.95,False
acc954,United States,200.31,False
a05b94,United States,182.76,False
a6ce57,United States,73.05,False
394a28,France,52.14,False
a622bc,United States,187.94,False
781579,China,45.17,False
a7b8d7,United States,8.23,True
0d06c1,Mexico,242.93,False
abdcb5,United States,70.15,False
402752,United Kingdom,48.38,False
ac6645,United States,8.23,True
394a31,France,4.37,True
a385e0,United States,138.2,False
a2fe3c,United States,206.63,False
a67e75,United States,35.11,False
a528d6,United States,193.17,False
ab599b,United States,234.02,False
3e6f61,Germany,34.99,False
78157f,China,156.99,False
78024f,China,190.24,False
780262,China,171.56,False
ad2fe4,United States,74.4,False
781590,China,241.79,False
a9838d,United States,87.94,False
acb61a,United States,63.17,False
ac798f,United States,107.91,False
a3e8dc,United States,210.9,False
a5f07b,United States,31.3,False
a06db4,United States,125.93,False
ae093f,United States,215.99,False
78158f,China,23.86,False
760a06,Pakistan,202.52,False
acc967,United States,48.88,False
a4f5b3,United States,47.12,False
a768c2,United States,229.15,False
a7b8a1,United States,196.98,False
3901cd,France,51.3,False
4b34ad,Switzerland,77.0,False
3c70c3,Germany,137.72,False
3c70c8,Germany,223.72,False
3c70c7,Germany,236.75,False
34134e,Spain,203.77,False
a515bb,United States,79.39,False
ac5349,United States,5.92,True
3c70aa,Germany,3.34,True
a2a2e3,United States,227.74,False
a372e8,United States,21.1,False
a43e7f,United States,190.58,False
acc987,United States,139.69,False
aa0077,United States,33.63,False
a43e83,United States,202.18,False
acfcc6,United States,169.86,False
add61d,United States,3.86,True
ac667a,United States,60.7,False
a0275c,United States,203.22,False
abcc90,United States,121.78,False
a06de4,United States,89.21,False
4ba9ec,Turkey,239.74,False
44d1ba,Belgium,207.75,False
86ef28,Japan,1.03,True
a66b8e,United States,41.92,False
a05aac,United States,136.8,False
a7a5fa,United States,79.43,False
a2671b,United States,8.75,True
a05aaf,United States,241.82,False
406fa1,United Kingdom,53.35,False
add6f6,United States,118.35,False
abcc8b,United States,0.0,True
a742ec,United States,116.96,False
a18dd3,United States,284.91,False
4481d9,Belgium,2.06,True
44d1a7,Belgium,200.85,False
a92e73,United States,118.29,False
a92e72,United States,119.1,False
4ba9ca,Turkey,235.59,False
4ba9cd,Turkey,242.56,False
71c014,Republic of Korea,228.46,False
a51720,United States,45.58,False
71c015,Republic of Korea,209.61,False
44d1b3,Belgium,208.76,False
44d1b4,Belgium,232.23,False
4ba9e6,Turkey,248.01,False
4ba9e5,Turkey,239.34,False
71c011,Republic of Korea,256.76,False
845f9f,Japan,257.71,False
781610,China,252.39,False
06a36d,Qatar,232.28,False
502d0d,Latvia,215.83,False
502d0c,Latvia,147.35,False
502d0e,Latvia,205.03,False
a9e5bf,United States,46.21,False
4ba9f5,Turkey,251.71,False
a6bb98,United States,183.19,False
502d28,Latvia,226.33,False
a0013c,United States,115.54,False
a742c2,United States,110.8,False
406fdb,United Kingdom,0.77,True
406fda,United Kingdom,64.21,False
402975,United Kingdom,61.84,False
502d59,Latvia,65.11,False
502d46,Latvia,211.03,False
ab4840,United States,235.45,False
502d3e,Latvia,208.96,False
4241e1,United Kingdom,250.26,False
a7a5ae,United States,72.8,False
44d1a2,Belgium,240.24,False
3d3a82,Germany,40.06,False
a0015a,United States,163.7,False
a0144e,United States,100.23,False
781641,China,209.28,False
0d075f,Mexico,234.4,False
4481bf,Belgium,1.8,True
402953,United Kingdom,27.84,False
acb824,United States,189.9,False
4481af,Belgium,2.57,True
502d5e,Latvia,2.83,True
502d5f,Latvia,193.26,False
502d5c,Latvia,223.15,False
ab485e,United States,215.04,False
502d5b,Latvia,225.7,False
aa6f80,United States,225.66,False
8990a2,Taiwan,83.89,False
8990a4,Taiwan,152.83,False
a54aaa,United States,222.16,False
a1216f,United States,66.46,False
ac66aa,United States,202.21,False
71c079,Republic of Korea,172.34,False
3ce686,Germany,153.41,False
a3b11e,United States,226.41,False
71c072,Republic of Korea,223.95,False
71c073,Republic of Korea,66.08,False
a12171,United States,37.33,False
71c076,Republic of Korea,172.32,False
a4943f,United States,196.85,False
a4943e,United States,225.24,False
49d2bb,Czech Republic,92.77,False
a37479,United States,49.78,False
a12177,United States,51.91,False
ac66d5,United States,191.53,False
c05403,Canada,151.6,False
abdf3f,United States,0.0,True
3feff1,Germany,59.92,False
7801b7,China,109.96,False
a3612a,United States,237.67,False
a3d78d,United States,240.7,False
a9e701,United States,50.35,False
86ef8e,Japan,275.76,False
c06738,Canada,227.91,False
ac53b2,United States,245.78,False
7814dd,China,195.49,False
7801ad,China,8.75,True
c05430,Canada,208.9,False
a61120,United States,45.05,False
7814dc,China,176.63,False
a5addf,United States,33.25,False
a66ac3,United States,226.87,False
7801c6,China,0.64,True
ad73a9,United States,247.76,False
a3b13f,United States,231.03,False
a12150,United States,55.82,False
a2679a,United States,248.18,False
a80daf,United States,216.05,False
aa6ed1,United States,0.0,True
a26793,United States,197.96,False
7801d4,China,4.63,True
ad99f9,United States,4.63,False
71c083,Republic of Korea,141.85,False
a5adf1,United States,139.75,False
a12164,United States,32.44,False
49d2ee,Czech Republic,211.19,False
71c085,Republic of Korea,0.64,True
ac53d5,United States,200.64,False
a49498,United States,55.6,False
ac53be,United States,167.33,False
c06709,Canada,147.03,False
aca3a3,United States,6.69,True
06a30d,Qatar,258.53,False
a4814c,United States,166.27,False
009e5a,South Africa,73.16,False
3d063d,Germany,40.57,False
71c027,Republic of Korea,1.03,True
a75707,United States,56.92,False
c0670f,Canada,170.34,False
a3615f,United States,183.31,False
c06724,Canada,207.89,False
e48855,Brazil,158.78,False
a026a0,United States,70.12,False
ab20df,United States,225.04,False
04008b,Ethiopia,246.15,False
3e2649,Germany,182.9,False
48520b,Kingdom of the Netherlands,208.8,False
48520a,Kingdom of the Netherlands,111.87,False
86ef6c,Japan,260.14,False
ad1f8c,United States,56.1,False
48520c,Kingdom of the Netherlands,207.53,False
71c041,Republic of Korea,251.53,False
485207,Kingdom of the Netherlands,241.36,False
a61187,United States,226.08,False
424293,United Kingdom,254.98,False
a86486,United States,146.54,False
aceacf,United States,203.61,False
a013ba,United States,66.79,False
a1a9f4,United States,230.46,False
a31f2f,United States,30.3,False
a0bf3c,United States,7.2,True
a9713c,United States,43.78,False
486525,Kingdom of the Netherlands,65.33,False
a146f1,United States,233.0,False
06a2e1,Qatar,233.76,False
a98486,United States,79.33,False
a026fc,United States,226.83,False
49e729,Czech Republic,5.14,True
a5f176,United States,193.98,False
3cf8be,Germany,208.23,False
a17c12,United States,9.26,True
a8a10c,United States,223.09,False
a279cb,United States,185.77,False
a98455,United States,46.37,False
a026e1,United States,5.14,True
a9e752,United States,50.28,False
486505,Kingdom of the Netherlands,50.42,False
add793,United States,0.0,True
a9844d,United States,149.34,False
3b75dd,France,216.51,False
a55f31,United States,195.13,False
a649bc,United States,89.28,False
a7daed,United States,87.35,False
499815,Czech Republic,30.47,False
a8b44e,United States,217.37,False
4b8de8,Turkey,241.07,False
add790,United States,214.42,False
7815a9,China,253.25,False
502ccd,Latvia,124.16,False
48c803,Poland,85.66,False
a5047c,United States,222.9,False
502cce,Latvia,219.68,False
a0bf8c,United States,219.82,False
a8c759,United States,196.85,False
48c800,Poland,118.81,False
a373b7,United States,142.81,False
a85119,United States,225.0,False
502ce5,Latvia,227.72,False
a79dfa,United States,235.46,False
4027d8,United Kingdom,47.37,False
ac79c7,United States,188.89,False
a92ddf,United States,226.64,False
a05c8f,United States,0.26,True
a98443,United States,99.08,False
a2c9ec,United States,137.43,False
a133f8,United States,196.11,False
a1cc46,United States,208.12,False
a98445,United States,0.0,True
49d438,Czech Republic,35.8,False
405d0f,United Kingdom,216.89,False
39ae32,France,211.59,False
a1cc1f,United States,8.23,True
a013e9,United States,106.0,False
c052ca,Canada,268.51,False
49d42b,Czech Republic,218.32,False
a120a1,United States,116.48,False
acc9b2,United States,211.56,False
a99744,United States,5.92,True
a146f9,United States,228.32,False
a80dfa,United States,36.54,False
4027aa,United Kingdom,50.17,False
ab59f4,United States,181.54,False
49d449,Czech Republic,43.76,False
adb182,United States,46.68,False
a5f162,United States,0.06,True
a7edf1,United States,70.57,False
c1e8d4,Canada,4.37,True
49d43f,Czech Republic,86.46,False
a17c65,United States,195.64,False
a133e0,United States,93.13,False
a013ee,United States,193.07,False
adb15e,United States,58.89,False
49c129,Czech Republic,39.08,False
a6cdfe,United States,38.29,False
abdf22,United States,287.31,False
502cf1,Latvia,35.0,False
4ca421,Ireland,119.32,False
a399de,United States,249.1,False
49d453,Czech Republic,29.86,False
7815e8,China,213.68,False
a373ea,United States,260.12,False
a8d9bb,United States,32.7,False
3d05ff,Germany,37.86,False
e499d0,Brazil,108.97,False
899118,Taiwan,189.82,False
a3c3e0,United States,240.7,False
a3c3e6,United States,192.67,False
040103,Ethiopia,234.88,False
899121,Taiwan,285.87,False
899124,Taiwan,265.27,False
a54c60,United States,3.09,True
502d89,Latvia,226.36,False
a67f81,United States,225.56,False
89911c,Taiwan,303.1,False
a66c51,United States,48.17,False
a43f7d,United States,154.87,False
4850cf,Kingdom of the Netherlands,104.4,False
ab8dcc,United States,77.76,False
a360b7,United States,6.17,True
aa39fd,United States,226.05,False
ab342f,United States,71.6,False
899135,Taiwan,298.03,False
899134,Taiwan,126.27,False
502d7a,Latvia,226.45,False
a120fe,United States,203.33,False
ac541b,United States,86.55,False
a386fb,United States,215.9,False
31d9c4,Italy,36.93,False
a31f93,United States,189.52,False
ac9aa1,United States,70.18,False
a4f6fe,United States,215.75,False
4ca44a,Ireland,72.43,False
a876d7,United States,44.66,False
aaaac1,United States,0.0,True
a8d9ab,United States,51.47,False
ab4788,United States,71.52,False
aaaaaa,United States,20.58,False
a120f6,United States,49.34,False
49d47e,Czech Republic,40.35,False
406ecc,United Kingdom,278.31,False
899116,Taiwan,5.4,True
424239,United Kingdom,216.19,False
78168c,China,253.0,False
502d9f,Latvia,206.6,False
a6bc31,United States,153.62,False
a2a3af,United States,230.33,False
502d9b,Latvia,48.04,False
ad8766,United States,219.44,False
ab4799,United States,50.24,False
4ba9ab,Turkey,0.0,True
78169e,China,90.75,False
4ba9c8,Turkey,195.81,False
4ba9c2,Turkey,220.07,False
45f0be,Denmark,39.3,False
a67f2d,United States,55.67,False
a67f38,United States,5.14,True
a06eca,United States,56.39,False
4ba9d4,Turkey,244.04,False
ab7af5,United States,193.95,False
ac9abc,United States,127.07,False
46bc54,Greece,141.25,False
acfdf4,United States,239.12,False
a66c17,United States,63.78,False
46bc4d,Greece,102.73,False
46bc4a,Greece,50.49,False
a26801,United States,217.04,False
46bc4e,Greece,77.31,False
46bc4f,Greece,104.58,False
ab3496,United States,105.77,False
ad7465,United States,121.27,False
a373ff,United States,94.56,False
ad6116,United States,246.4,False
a373fc,United States,242.99,False
46bc49,Greece,79.54,False
a516f1,United States,227.83,False
a9d46f,United States,116.99,False
46bc51,Greece,144.33,False
a55f6f,United States,51.08,False
a1cc9a,United States,0.0,True
a15729,United States,54.03,False
4ba8ce,Turkey,222.83,False
0b417a,Guatemala,54.85,False
4b8e45,Turkey,239.35,False
a752c8,United States,193.75,False
4ba8da,Turkey,235.46,False
a07dc8,United States,201.89,False
a765ec,United States,230.35,False
a79b55,United States,37.61,False
a80b35,United States,71.29,False
ad2f7b,United States,39.95,False
4ba8f3,Turkey,175.16,False
a80b37,United States,54.34,False
3d0501,Germany,34.02,False
ab30f0,United States,0.0,True
4ba8c8,Turkey,221.16,False
ac50d1,United States,3.34,True
a92b0c,United States,213.18,False
a81e7b,United States,76.17,False
acfc56,United States,235.29,False
8511ca,Japan,8.23,True
781738,China,219.82,False
aa7f8d,United States,228.63,False
406d8e,United Kingdom,232.53,False
4aab13,Sweden,0.0,True
0d09a5,Mexico,125.44,False
a8d5c3,United States,201.99,False
a885f4,United States,116.26,False
406d92,United Kingdom,271.27,False
4ba8d5,Turkey,76.9,False
406d95,United Kingdom,2.06,True
4ba8d2,Turkey,219.02,False
a44e97,United States,211.36,False
407fc3,United Kingdom,58.2,False
a81e38,United States,210.08,False
a0baa1,United States,199.45,False
407fc5,United Kingdom,51.49,False
a1574e,United States,92.41,False
407fad,United Kingdom,254.45,False
407fae,United Kingdom,231.28,False
407fac,United Kingdom,234.17,False
a06aba,United States,4.89,True
ad1c7c,United States,64.14,False
aa6c50,United States,218.05,False
a3970f,United States,253.32,False
ac50fa,United States,271.14,False
48c598,Poland,48.55,False
391414,France,59.78,False
a8d5a4,United States,220.32,False
a3d2e5,United States,246.36,False
a6cb01,United States,240.54,False
a8d5a0,United States,239.68,False
a39723,United States,131.8,False
aba800,United States,237.29,False
c05114,Canada,125.66,False
a20da3,United States,86.08,False
c00dde,Canada,104.32,False
06432b,Nigeria,240.13,False
a03765,United States,204.24,False
a8e8a0,United States,232.47,False
a645f2,United States,87.38,False
a1eda0,United States,160.54,False
c00dea,Canada,198.07,False
aa7f4e,United States,0.32,True
a9d062,United States,266.13,False
a885ad,United States,38.34,False
a7b5b7,United States,22.41,False
a6cb0d,United States,6.17,True
48625a,Kingdom of the Netherlands,39.83,False
c00dce,Canada,1.29,True
ab4508,United States,76.67,False
a02443,United States,5.4,True
486275,Kingdom of the Netherlands,57.03,False
4aab4b,Sweden,64.43,False
4aab4d,Sweden,52.76,False
a18ada,United States,224.38,False
a32dde,United States,34.56,False
3c9570,Germany,0.0,True
a51425,United States,199.47,False
ab9f38,United States,189.12,False
39bdaf,France,207.37,False
a18ae2,United States,89.5,False
8991bd,Taiwan,139.78,False
a56dc1,United States,160.43,False
7815f9,China,247.64,False
8991d9,Taiwan,69.3,False
a1314a,United States,133.21,False
a1314e,United States,259.12,False
ab56c1,United States,238.67,False
a4f414,United States,135.1,False
3e1212,Germany,53.78,False
a38439,United States,241.0,False
3e1214,Germany,36.1,False
ac76b2,United States,48.24,False
a0cdf3,United States,211.6,False
3e255e,Germany,189.98,False
a20de7,United States,74.02,False
ab9f54,United States,244.16,False
4ca2c9,Ireland,1.8,True
39bda0,France,0.0,True
4ca2ad,Ireland,195.94,False
48888e,Poland,242.46,False
39bdb2,France,210.23,False
abb9df,United States,113.16,False
39bdb7,France,247.42,False
48b204,Poland,247.52,False
39bdb8,France,166.87,False
8991b3,Taiwan,141.27,False
7802f2,China,213.88,False
a19dff,United States,239.42,False
a26435,United States,138.18,False
c00da8,Canada,230.61,False
ac76ae,United States,251.92,False
39bda9,France,227.68,False
a15795,United States,143.02,False
a992db,United States,213.23,False
405a4a,United Kingdom,166.29,False
abb9eb,United States,279.43,False
406d7b,United Kingdom,231.38,False
ac0f4d,United States,228.46,False
a40797,United States,218.88,False
aabc3a,United States,33.44,False
0acac6,Colombia,221.83,False
405a47,United Kingdom,231.25,False
a2b469,United States,70.26,False
405a48,United Kingdom,257.23,False
a2fad8,United States,169.65,False
a4077d,United States,165.44,False
47a50d,Norway,237.84,False
a31acc,United States,30.57,False
ad83b2,United States,233.9,False
0acac1,Colombia,200.88,False
ad83b7,United States,224.81,False
3d185d,Germany,32.82,False
a4076a,United States,223.01,False
a0117e,United States,251.17,False
a2a10b,United States,234.53,False
ac0f93,United States,278.01,False
a39781,United States,248.27,False
47a518,Norway,245.92,False
a0bafa,United States,83.4,False
a93e8e,United States,230.5,False
a56db1,United States,245.89,False
ab8c6d,United States,230.09,False
abef79,United States,80.45,False
c1e5c8,Canada,4.63,True
a07f46,United States,202.11,False
4ba959,Turkey,237.28,False
7c19c2,Australia,134.13,False
4ba955,Turkey,227.89,False
aba784,United States,60.37,False
a5148f,United States,84.3,False
c00e93,Canada,190.13,False
008df9,South Africa,180.42,False
4ba94d,Turkey,242.65,False
a7fde4,United States,181.62,False
a6cacb,United States,234.27,False
c1e5d7,Canada,6.69,True
a156ab,United States,45.55,False
c00e6c,Canada,227.13,False
3cd28f,Germany,213.12,False
a023a5,United States,232.51,False
a92abb,United States,194.87,False
a20f1a,United States,203.01,False
4b3304,Switzerland,66.37,False
4b3306,Switzerland,52.97,False
86eea0,Japan,261.56,False
c1e5d1,Canada,5.92,True
aa6ade,United States,4.37,True
a07f60,United States,0.77,True
a1ef04,United States,88.93,False
4ba95a,Turkey,250.69,False
a169ad,United States,123.33,False
c00e9d,Canada,227.58,False
a50192,United States,218.19,False
a4e181,United States,203.62,False
a7fdff,United States,98.83,False
acc799,United States,228.51,False
a25188,United States,281.41,False
7816b5,China,258.78,False
4ba946,Turkey,257.26,False
c00e8b,Canada,219.86,False
4ba945,Turkey,202.7,False
7816af,China,196.05,False
008dea,South Africa,211.11,False
a93de3,United States,150.76,False
7816c9,China,219.65,False
a88743,United States,6.43,True
8990e9,Taiwan,167.4,False
acb46c,United States,217.68,False
4ba993,Turkey,182.3,False
acb486,United States,154.47,False
a8d71c,United States,122.77,False
8990dd,Taiwan,303.33,False
a5012d,United States,195.03,False
a44f0d,United States,232.52,False
ab9f00,United States,239.26,False
acb470,United States,249.3,False
a396a4,United States,61.27,False
a32f30,United States,213.46,False
a88737,United States,220.8,False
adc10b,United States,49.48,False
44083c,Austria,122.59,False
8990eb,Taiwan,253.8,False
